text,sentiment
"Fast charger! Use it to charge my phone every day, super fast, easy to use, I would recommend the all-round charger!",positive
"Was disappointed in the book. Did not finish. I enjoy the Doc Ford series, but this book just did not click.",negative
I really love these undies! Perfect fabric and fit as expected. My only concern is the elastic quality... I wish there was a little bit more elastic.,positive
Makes water taste like plastic container and leaks from the ice maker,negative
Have to go over several times to get desired effect. Will practice and I'm sure it'll be easier.,neutral
Love this product. Which it covered/protected screen more but it’s good. The card pockets are a little tight and deep. Had a sticky substance in the first pocket that ruined my cards.,positive
"Better priced than many in its class but again, this is a product that is NOT fibers it is dust and rubs off on anything you lean against when you apply enough to really cover. All of them do, and this was no exception. Needs to come in larger container options.",positive
"I ordered this for my office to keep the birds away - we've gone through so many in the past few years because the wings simply get blown to shreds. For the price, it's ok, but only lasts a few months at a time on top of a building downtown.",negative
I didn't give it a good try. I was using it as a tea eye wash. It might have worked.,neutral
"This product was exactly what I wanted. The product arrived safely and in great conditions, and I’m enjoying my controller already because of how fast it was delivered",positive
"I like the way I feel when I take, yet I have to see results in the way I look.",positive
This wheel certainly serves it's purpose and the cost was good but it squeaks like no other. We have 2 other wheels in the house and neither make noise anywhere close to this one. It is SO loud and constant. We've had it about a month and I'm oiling it every 3-4 days. Now it's starting to look rusty at those spots. I'm about to toss it and order a different one.,negative
"These things are great, wish I'd found them long ago! Need use very little product to get loads of suds. Stimulates and exfoliates the skin gently with no redness. Skin feels so clean. Fun Fact: the handle suctions to the mirror so it can dry. :-)",positive
"Good watch but gps was always off... returned it and got a different one , I've been happy since",neutral
"I really like this phone case wallet and can get alot of use out of it. The only thing with this item was, the logo on the back of the magnet phone holder was crooked and very noticeable. Also there is a very noticeable scratch on the back of the case and on the front. However, I'm not pleased with the company. When communicating with them, they say they will resolve issues in 24 hours. For me it has been a few days and still going. They tell me they are mailing me a replacement 3 days ago. I asked for tracking info and now they do not respond back. I provided photos per their request. I'm not satisfied with how they are handling issues with me as their customer. All I can say is if you order this item hopefully they will not send you a phone case wallet that looks like this. I'm going to order another phone case wallet else where.",negative
